,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
522,29.0,M,86830.0,1.72,Houston,,4
523,26.0,F,51191.0,1.89,Los Angeles,Master,1
524,59.0,M,64087.0,1.69,New York,PhD,0
525,45.0,M,65659.0,1.61,Los Angeles,PhD,0
526,40.0,M,65746.0,1.77,Los Angeles,,0
527,30.0,F,41679.0,1.9,Phoenix,Bachelor,5
528,29.0,M,50375.0,1.94,Chicago,PhD,5
529,4.0,M,80601.0,1.52,Houston,Bachelor,3
530,85.0,M,56460.0,1.87,Los Angeles,,1
531,25.0,F,24414.0,1.87,Phoenix,Bachelor,2
532,52.0,F,52489.0,1.99,New York,Master,1
533,,,,1.87,,Bachelors,3
534,36.0,M,91031.0,1.53,Los Angeles,PhD,5
535,9.0,F,50175.0,1.92,Los Angeles,PhD,5
536,99.0,M,50321.0,1.92,Chicago,Bachelor,5
537,57.0,,65972.0,1.81,,pHd,3
538,45.0,F,50802.0,1.95,New York,Master,4
539,83.0,M,79064.0,1.8,Chicago,PhD,1
540,66.0,M,20968.0,1.82,Los Angeles,,4
541,52.0,M,78983.0,1.59,Chicago,Master,4
542,87.0,M,85627.0,2.0,Chicago,Bachelor,3
543,69.0,F,48346.0,1.85,Chicago,Bachelor,5
544,43.0,M,60819.0,1.94,Los Angeles,Bachelor,3
545,4.0,M,24564.0,1.87,New York,PhD,5
546,15.0,F,44278.0,1.54,Phoenix,,2
547,34.0,M,26283.0,1.99,New York,Bachelor,2
548,23.0,M,20973.0,1.88,Houston,,4
549,75.0,M,22011.0,1.89,New York,Bachelor,2
550,34.0,M,94913.0,1.88,Los Angeles,Bachelor,1
551,5.0,M,78832.0,1.8,Houston,Master,2
552,14.0,F,57940.0,1.61,Los Angeles,,0
553,77.0,M,64293.0,1.8,Phoenix,Bachelor,5
554,56.0,M,84830.0,1.94,Phoenix,Master,3
555,45.0,M,36423.0,1.86,Chicago,PhD,1
556,94.0,F,55418.0,1.98,Houston,Bachelor,4
557,41.0,M,46827.0,1.88,Phoenix,,0
558,56.0,M,79850.0,1.8,Houston,Master,5
559,78.0,M,60209.0,1.56,Houston,,0
560,66.0,F,76660.0,1.87,New York,PhD,4
561,15.0,F,86706.0,1.52,Houston,PhD,1
562,50.0,F,29208.0,1.68,Houston,Bachelor,3
563,74.0,F,87137.0,1.59,New York,Master,1
564,25.0,F,46333.0,1.72,Phoenix,,3
565,33.0,F,56627.0,1.88,Chicago,,3
566,6.0,M,80875.0,1.99,Chicago,Bachelor,2
567,91.0,M,36530.0,1.56,Chicago,Master,2
568,56.0,F,22845.0,1.84,New York,PhD,2
569,,,,1.57,,mastre,2
570,67.0,M,96151.0,1.72,Los Angeles,,0
571,69.0,F,52340.0,1.83,New York,Bachelor,3
572,88.0,M,31855.0,1.9,Los Angeles,Bachelor,2
573,93.0,M,75274.0,1.76,New York,Master,0
574,95.0,F,75584.0,1.92,Chicago,Bachelor,3
575,95.0,M,65105.0,1.54,New York,,4
576,86.0,F,30634.0,1.8,Phoenix,,3
577,26.0,F,75723.0,1.6,New York,,1
578,47.0,F,21613.0,1.96,Phoenix,PhD,2
579,56.0,F,83551.0,1.55,Houston,Master,3
580,9.0,M,85633.0,1.61,Houston,PhD,2
581,86.0,F,65327.0,1.82,Los Angeles,PhD,1
582,43.0,F,51794.0,1.83,New York,Bachelor,2
583,80.0,F,94475.0,1.87,Phoenix,Master,5
584,41.0,F,26551.0,1.67,Houston,Bachelor,1
585,85.0,M,44758.0,1.77,Chicago,PhD,5
586,16.0,F,52140.0,1.62,Phoenix,Bachelor,0
587,93.0,F,40257.0,1.76,Los Angeles,Master,1
588,39.0,M,52005.0,1.99,Chicago,Bachelor,1
589,65.0,F,35779.0,1.64,New York,PhD,1
590,40.0,F,73832.0,1.54,Houston,Bachelor,0
591,86.0,F,27042.0,1.94,Houston,Master,5
592,53.0,F,43032.0,1.63,Phoenix,,3
593,42.0,F,30187.0,1.55,Los Angeles,Master,4
594,57.0,,65972.0,1.93,,pHd,3
595,90.0,M,92739.0,1.54,New York,Master,5
596,38.0,M,99520.0,1.83,Phoenix,Master,5
597,71.0,M,25885.0,1.61,New York,Bachelor,4
598,17.0,F,46745.0,1.87,Houston,Master,5
599,25.0,F,47512.0,1.8,Los Angeles,Bachelor,5
600,54.0,F,62636.0,1.73,Chicago,PhD,5
601,86.0,M,60578.0,1.62,Phoenix,,0
602,57.0,,65972.0,1.99,,Bachelors,5
603,87.0,M,67619.0,1.73,Phoenix,,3
604,96.0,F,83528.0,1.72,New York,Bachelor,1
605,23.0,F,95634.0,1.98,Chicago,PhD,4
606,,,65972.0,1.73,,mastre,1
607,73.0,M,32703.0,1.91,Phoenix,Master,2
608,39.0,M,22841.0,1.64,Phoenix,Bachelor,4
609,52.0,F,93923.0,1.81,Chicago,Bachelor,0
610,57.0,,,1.94,,mastre,1
611,1.0,F,23638.0,1.83,New York,,0
612,39.0,M,31797.0,1.92,New York,PhD,3
613,37.0,M,31550.0,1.99,Houston,Bachelor,0
614,,,,1.88,,no education,2
615,56.0,F,24070.0,1.82,Chicago,Master,5
616,,,65972.0,1.76,,no education,4
617,78.0,M,30659.0,1.75,Houston,,2
618,84.0,F,69276.0,1.77,Los Angeles,,0
619,42.0,M,45748.0,1.81,Phoenix,,3
620,60.0,F,56304.0,1.71,Houston,PhD,0
621,57.0,M,25159.0,1.89,Los Angeles,Bachelor,1
622,57.0,M,50181.0,1.89,Los Angeles,PhD,4
623,87.0,F,40406.0,1.91,Chicago,Master,4
624,28.0,M,78027.0,1.72,Chicago,Bachelor,1
625,57.0,,,1.76,,mastre,2
626,61.0,F,77909.0,1.95,Chicago,Bachelor,3
627,95.0,M,53539.0,1.73,Houston,Bachelor,0
628,22.0,M,85032.0,1.62,New York,PhD,2
629,57.0,,65972.0,1.76,,no education,3
630,11.0,M,70616.0,1.65,Houston,,2
631,37.0,F,99185.0,1.79,Los Angeles,,0
632,66.0,M,84213.0,1.61,Phoenix,Master,1
633,85.0,M,41741.0,1.82,Houston,,3
634,82.0,M,63286.0,1.66,Los Angeles,Master,2
635,,,,1.52,,no education,5
636,43.0,F,38789.0,1.9,Chicago,PhD,0
637,12.0,M,40887.0,1.71,Chicago,Bachelor,0
638,97.0,F,22631.0,1.83,Chicago,,4
639,31.0,M,30991.0,1.61,New York,,2
640,87.0,F,47964.0,1.85,Houston,Master,5
641,40.0,F,59872.0,1.77,Houston,Bachelor,1
642,29.0,F,24527.0,1.69,Chicago,Master,3
643,26.0,M,88703.0,1.6,Houston,PhD,1
644,57.0,,,1.52,,Bachelors,4
645,4.0,M,57999.0,1.75,New York,Bachelor,1
646,6.0,M,53726.0,1.98,Los Angeles,Bachelor,0
647,32.0,F,69742.0,1.86,Phoenix,,3
648,61.0,F,81020.0,1.65,Phoenix,Master,5
649,79.0,M,41815.0,1.9,Chicago,Master,0
650,99.0,M,81551.0,1.86,Houston,PhD,4
651,10.0,F,89642.0,1.84,Chicago,Master,5
652,59.0,F,51373.0,1.5,Phoenix,Bachelor,2
653,54.0,M,65295.0,1.75,Los Angeles,Master,5
654,81.0,F,22089.0,1.54,Los Angeles,PhD,2
655,74.0,M,31360.0,1.73,Chicago,Bachelor,3
656,25.0,F,83379.0,1.51,Phoenix,,2
657,92.0,M,21625.0,1.76,Chicago,Bachelor,4
658,90.0,M,95186.0,1.72,New York,Master,4
659,50.0,M,87177.0,1.83,New York,PhD,4
660,64.0,F,59550.0,1.87,Phoenix,PhD,2
661,52.0,F,62310.0,1.54,Houston,,3
662,32.0,M,90073.0,1.75,New York,Bachelor,0
663,19.0,F,97051.0,1.64,Houston,,1
664,84.0,F,45131.0,1.96,Houston,PhD,1
665,89.0,F,20243.0,1.89,Houston,PhD,4
666,1.0,F,20903.0,1.77,Houston,PhD,1
667,97.0,F,95588.0,1.55,Chicago,Bachelor,5
668,99.0,F,64949.0,1.63,New York,Master,5
669,14.0,M,75167.0,1.52,New York,Bachelor,4
670,100.0,M,63994.0,1.74,Houston,Master,5
671,55.0,F,48304.0,1.94,Chicago,PhD,5
672,29.0,F,45327.0,1.72,Los Angeles,PhD,1
673,23.0,M,73696.0,1.58,New York,PhD,1
674,90.0,M,84812.0,1.79,Chicago,Master,3
675,67.0,F,30299.0,2.0,Chicago,PhD,1
676,60.0,M,71175.0,1.93,New York,PhD,5
677,7.0,F,43937.0,1.78,Los Angeles,Bachelor,3
678,,,65972.0,1.9,,pHd,2
679,,,65972.0,1.56,,pHd,3
680,16.0,F,96007.0,1.55,Phoenix,Bachelor,4
681,,,65972.0,1.79,,no education,4
682,18.0,M,76784.0,1.99,Chicago,Bachelor,1
683,60.0,M,89265.0,1.53,Chicago,,2
684,86.0,F,82401.0,1.84,Chicago,Bachelor,4
685,68.0,M,47647.0,1.76,Phoenix,Master,0
686,72.0,F,33717.0,1.62,Houston,PhD,2
687,,,,1.73,,pHd,3
688,57.0,,,1.73,,no education,5
689,,,,1.61,,Bachelors,5
690,57.0,M,66808.0,1.93,Los Angeles,PhD,3
691,79.0,F,53213.0,1.95,New York,,5
692,57.0,,,1.72,,pHd,1
693,65.0,M,99821.0,1.79,Phoenix,PhD,5
694,55.0,M,92376.0,1.76,New York,PhD,5
695,71.0,M,85808.0,1.51,New York,PhD,5
696,58.0,F,25815.0,1.53,Phoenix,Master,1
697,57.0,,65972.0,1.5,,Bachelors,3
698,96.0,F,23137.0,1.93,Chicago,PhD,3
699,61.0,F,60033.0,1.62,Los Angeles,Master,0
700,58.0,M,62693.0,1.8,Houston,PhD,2
701,,,65972.0,1.52,,mastre,3
702,97.0,F,24498.0,1.79,Phoenix,,5
703,32.0,F,77466.0,1.68,Houston,Bachelor,4
704,82.0,M,29867.0,1.82,Houston,,2
705,36.0,M,67048.0,1.96,Houston,Master,3
706,99.0,F,88219.0,1.82,Chicago,PhD,5
707,100.0,M,81360.0,1.5,New York,Master,4
708,67.0,M,93341.0,1.73,New York,,4
709,63.0,M,35238.0,1.75,Phoenix,,5
710,,,,1.93,,Bachelors,3
711,31.0,F,64702.0,1.82,New York,PhD,2
712,36.0,M,50830.0,1.86,Los Angeles,Bachelor,3
713,57.0,F,63921.0,1.91,Houston,,2
714,10.0,M,93583.0,1.54,Los Angeles,Bachelor,0
715,92.0,F,95305.0,1.63,Los Angeles,Master,0
716,37.0,F,73027.0,1.61,Houston,Master,4
717,31.0,M,48195.0,1.96,Phoenix,Master,5
718,35.0,M,43504.0,1.92,Phoenix,Bachelor,0
719,43.0,F,87264.0,1.78,Los Angeles,Bachelor,3
720,41.0,M,71940.0,1.52,New York,,2
721,,,65972.0,1.82,,mastre,2
722,11.0,M,81739.0,1.61,Chicago,Bachelor,1
723,18.0,F,96706.0,1.56,New York,Master,1
724,20.0,F,87306.0,1.96,New York,,1
725,30.0,F,23439.0,1.99,Los Angeles,,0
726,50.0,M,77483.0,1.56,New York,,3
727,89.0,F,36433.0,1.53,New York,Bachelor,1
728,20.0,F,53252.0,1.92,Chicago,Master,4
729,91.0,F,33166.0,1.91,Phoenix,Master,4
730,,,65972.0,1.64,,Bachelors,2
731,9.0,M,80795.0,1.53,Phoenix,PhD,1
732,54.0,F,88457.0,1.96,New York,Master,3
733,53.0,M,57411.0,1.64,New York,Bachelor,5
734,43.0,F,36659.0,1.86,Chicago,Master,1
735,70.0,M,61199.0,1.67,Los Angeles,Master,4
736,,,,1.88,,pHd,5
737,54.0,M,56858.0,1.95,New York,Bachelor,3
738,8.0,F,99543.0,1.93,Phoenix,Master,5
739,27.0,M,77499.0,1.56,Chicago,Bachelor,5
740,57.0,,65972.0,1.97,,Bachelors,2
741,50.0,F,90559.0,1.71,Houston,Bachelor,5
742,99.0,F,96329.0,1.81,Chicago,Bachelor,0
743,,,,1.99,,Bachelors,5
744,,,,1.87,,Bachelors,5
745,3.0,F,41815.0,1.59,Phoenix,,1
746,98.0,F,65364.0,1.78,Houston,Master,1
747,57.0,,,1.59,,pHd,5
748,49.0,M,88333.0,1.51,Los Angeles,PhD,2
749,62.0,M,92695.0,1.95,New York,,3
750,1.0,M,67664.0,1.75,Chicago,PhD,1
751,46.0,M,93899.0,1.82,Chicago,PhD,5
752,39.0,M,35055.0,1.85,Chicago,PhD,0
753,97.0,F,66957.0,1.62,Los Angeles,PhD,0
754,50.0,F,92843.0,1.81,New York,Bachelor,5
755,54.0,F,20802.0,1.67,New York,PhD,0
756,69.0,F,30884.0,1.5,Chicago,Master,0
757,96.0,F,33982.0,1.99,Phoenix,,2
758,95.0,M,69487.0,1.93,Houston,Master,0
759,70.0,M,40478.0,1.94,Chicago,Master,5
760,78.0,F,35014.0,1.81,Los Angeles,,3
761,,,,1.84,,no education,2
762,63.0,F,78329.0,1.57,New York,Master,4
763,29.0,F,88708.0,1.84,Houston,,5
764,35.0,M,90280.0,1.58,Los Angeles,PhD,3
765,56.0,M,92111.0,1.89,New York,Master,1
766,63.0,F,33363.0,1.79,Los Angeles,Master,1
767,4.0,M,77731.0,1.61,Los Angeles,Bachelor,2
768,50.0,F,64065.0,1.8,Phoenix,Master,2
769,57.0,,65972.0,1.96,,pHd,4
770,86.0,F,37409.0,1.84,Chicago,Bachelor,4
771,,,65972.0,1.93,,mastre,5
772,52.0,M,63659.0,1.81,Houston,Master,4
773,93.0,M,85323.0,1.83,Houston,,4
774,22.0,F,43535.0,1.86,Phoenix,Bachelor,5
775,60.0,M,84448.0,1.67,Phoenix,PhD,4
776,,,65972.0,1.54,,no education,4
777,,,65972.0,1.92,,no education,2
778,69.0,M,83963.0,1.9,Los Angeles,,2
779,57.0,,65972.0,1.83,,mastre,5
780,51.0,F,33222.0,1.87,Los Angeles,,2
781,76.0,M,73106.0,1.72,New York,,3
782,73.0,M,93687.0,1.95,Houston,Bachelor,0
783,85.0,M,30931.0,1.54,Chicago,,0
784,4.0,M,93825.0,1.82,New York,Bachelor,5
785,11.0,M,96588.0,1.83,Los Angeles,,4
786,57.0,,65972.0,1.91,,Bachelors,1
787,55.0,M,87692.0,1.54,Los Angeles,Bachelor,0
788,18.0,M,24912.0,1.71,New York,Bachelor,4
789,,,,1.96,,Bachelors,4
790,24.0,M,76180.0,1.7,Houston,,1
791,,,,1.83,,mastre,4
792,34.0,M,61318.0,1.76,Houston,Master,2
793,49.0,M,42302.0,1.94,Phoenix,PhD,4
794,42.0,F,58281.0,1.85,Houston,Master,0
795,28.0,M,59467.0,1.58,Los Angeles,Master,5
796,,,,1.58,,mastre,4
797,42.0,F,35760.0,1.51,Phoenix,Master,0
798,44.0,F,59714.0,1.8,Los Angeles,Master,3
799,98.0,M,65961.0,1.69,Los Angeles,,3
800,49.0,F,43745.0,1.81,Chicago,PhD,0
801,36.0,F,24303.0,1.88,Chicago,Master,2
802,97.0,F,38317.0,1.67,Houston,,2
803,54.0,M,75018.0,1.5,Los Angeles,Master,5
804,33.0,M,75444.0,1.58,Phoenix,Bachelor,0
805,11.0,F,32865.0,1.84,Chicago,Bachelor,5
806,61.0,M,78318.0,1.59,Houston,PhD,4
807,57.0,,,1.75,,no education,4
808,57.0,,,1.95,,Bachelors,1
809,70.0,M,66660.0,1.64,Chicago,Bachelor,0
810,7.0,F,42902.0,1.67,Houston,Master,4
811,45.0,F,86970.0,1.81,Los Angeles,Master,3
812,29.0,M,38888.0,1.56,Los Angeles,,0
813,84.0,F,38469.0,1.76,Houston,Master,0
814,9.0,M,48552.0,1.85,Phoenix,Bachelor,1
815,100.0,M,43444.0,1.78,Phoenix,Bachelor,2
816,84.0,M,91973.0,1.92,New York,Master,5
817,6.0,F,46997.0,1.66,Los Angeles,,5
818,,,,1.74,,pHd,3
819,4.0,M,29078.0,1.89,Houston,Bachelor,3
820,32.0,M,48666.0,1.62,Chicago,,0
821,,,,1.52,,mastre,3
822,3.0,F,21764.0,1.89,Houston,PhD,4
823,80.0,M,52545.0,1.56,Houston,Bachelor,1
824,20.0,F,23131.0,1.74,Chicago,,1
825,57.0,,,1.9,,no education,4
826,17.0,F,95795.0,1.99,New York,,2
827,61.0,M,31109.0,1.52,Phoenix,Master,0
828,86.0,M,89477.0,1.86,Los Angeles,Bachelor,0
829,15.0,M,57281.0,1.62,Phoenix,PhD,3
830,73.0,F,62488.0,1.59,Phoenix,Master,5
831,28.0,F,57504.0,1.72,New York,,4
832,60.0,M,53361.0,1.53,Phoenix,Master,4
833,90.0,F,86445.0,1.75,Chicago,Bachelor,5
834,33.0,M,59122.0,1.54,Houston,PhD,1
835,99.0,M,37806.0,1.8,Phoenix,PhD,0
836,57.0,,,1.7,,pHd,3
837,22.0,M,66925.0,1.88,New York,,2
838,78.0,M,45829.0,1.65,Phoenix,,1
839,78.0,F,88856.0,1.57,New York,Bachelor,3
840,96.0,F,32375.0,1.65,New York,,1
841,92.0,M,20534.0,1.91,Chicago,PhD,2
842,15.0,M,33443.0,1.92,Los Angeles,Bachelor,1
843,57.0,,,1.55,,Bachelors,3
844,21.0,M,73525.0,1.56,Houston,Bachelor,2
845,40.0,F,67197.0,1.56,Phoenix,PhD,2
846,14.0,M,98974.0,1.92,Houston,,0
847,75.0,F,99206.0,1.86,New York,Bachelor,4
848,4.0,M,83767.0,1.75,Phoenix,PhD,5
849,40.0,F,58090.0,1.6,New York,Master,4
850,74.0,M,36391.0,1.86,Houston,,2
851,87.0,F,40188.0,1.71,New York,,0
852,49.0,F,52646.0,1.58,New York,,0
853,51.0,M,95529.0,1.84,Phoenix,PhD,5
854,92.0,F,95845.0,1.57,Los Angeles,PhD,5
855,26.0,F,45241.0,1.51,Phoenix,,4
856,10.0,F,48275.0,1.97,Chicago,PhD,1
857,76.0,F,44117.0,1.63,Phoenix,Bachelor,3
858,89.0,F,49258.0,1.63,Houston,Master,0
859,81.0,F,70293.0,1.6,Chicago,PhD,4
860,32.0,F,24422.0,1.86,New York,PhD,2
861,14.0,M,48943.0,1.86,Phoenix,PhD,4
862,90.0,M,36841.0,1.68,Houston,Bachelor,3
863,99.0,F,56357.0,1.79,New York,PhD,4
864,39.0,M,89904.0,1.99,New York,,2
865,57.0,,65972.0,1.68,,pHd,2
866,77.0,M,72682.0,1.63,Houston,Master,3
867,57.0,,,1.76,,pHd,2
868,73.0,M,37156.0,1.75,Chicago,PhD,4
869,6.0,F,69834.0,1.65,Los Angeles,Master,2
870,45.0,F,83655.0,1.57,Phoenix,Bachelor,3
871,69.0,F,28092.0,1.99,New York,Bachelor,4
872,55.0,M,52744.0,1.64,Los Angeles,,4
873,85.0,F,48852.0,1.86,Chicago,Bachelor,1
874,48.0,F,26268.0,1.9,New York,Bachelor,5
875,9.0,M,92690.0,1.93,Chicago,PhD,1
876,57.0,,65972.0,1.87,,Bachelors,1
877,83.0,M,90103.0,1.81,Chicago,,5
878,44.0,M,22801.0,1.91,Houston,Master,2
879,2.0,F,97706.0,1.74,Chicago,Master,5
880,54.0,M,28540.0,1.61,Los Angeles,Master,0
881,63.0,M,78172.0,1.87,Houston,Master,1
882,14.0,F,56027.0,1.96,Phoenix,Master,0
883,56.0,F,95366.0,1.6,Houston,,5
884,47.0,F,88586.0,1.98,New York,Bachelor,5
885,82.0,F,77402.0,1.76,New York,Master,2
886,59.0,M,67513.0,1.83,Phoenix,Master,2
887,91.0,M,47394.0,1.86,Houston,Bachelor,1
888,20.0,F,74963.0,1.85,Los Angeles,PhD,4
889,56.0,F,94715.0,1.94,Phoenix,Master,4
890,23.0,M,94190.0,1.87,Houston,Master,5
891,94.0,M,84348.0,1.56,Los Angeles,Master,4
892,67.0,F,69046.0,1.51,Phoenix,Master,0
893,84.0,F,57508.0,1.98,Chicago,PhD,1
894,35.0,M,65028.0,1.86,Phoenix,,5
895,79.0,M,53591.0,1.93,Chicago,Bachelor,3
896,57.0,,,1.79,,mastre,3
897,100.0,M,34458.0,1.52,New York,Bachelor,5
898,62.0,M,57431.0,1.97,Los Angeles,Master,1
899,60.0,F,47714.0,1.94,Chicago,,4
900,56.0,F,66719.0,1.71,Houston,Bachelor,1
901,94.0,M,28743.0,1.67,Houston,,4
902,57.0,,65972.0,1.74,,Bachelors,1
903,57.0,,65972.0,1.76,,pHd,5
904,42.0,M,22409.0,1.61,Houston,Master,0
905,,,,1.91,,mastre,5
906,12.0,F,87572.0,1.78,Chicago,PhD,0
907,36.0,M,23329.0,1.89,Phoenix,,0
908,58.0,F,58414.0,1.61,Los Angeles,Bachelor,2
909,32.0,F,28569.0,1.79,New York,PhD,0
910,97.0,F,70888.0,1.64,Houston,Bachelor,0
911,60.0,M,83647.0,1.95,Los Angeles,Bachelor,5
912,73.0,M,53379.0,1.74,New York,Master,0
913,79.0,M,65411.0,1.55,Houston,Master,3
914,86.0,M,75010.0,1.71,Houston,PhD,3
915,49.0,M,26393.0,1.83,New York,PhD,1
916,44.0,F,81517.0,1.52,Los Angeles,Master,0
917,4.0,M,37090.0,1.67,Houston,Bachelor,5
918,64.0,M,86607.0,1.63,New York,Master,4
919,42.0,F,28529.0,1.54,Los Angeles,Master,2
920,,,,1.56,,no education,5
921,63.0,M,27825.0,1.84,Los Angeles,Bachelor,3
922,28.0,F,40157.0,1.96,Houston,Bachelor,4
923,46.0,F,43203.0,1.78,Los Angeles,Master,1
924,34.0,F,95284.0,1.67,Houston,PhD,5
925,44.0,F,67311.0,1.65,Phoenix,Bachelor,4
926,36.0,M,85621.0,1.67,New York,Bachelor,3
927,77.0,M,59048.0,1.84,Chicago,PhD,4
928,90.0,M,69145.0,1.57,New York,,0
929,,,65972.0,1.87,,Bachelors,5
930,72.0,M,22199.0,1.75,Houston,Bachelor,4
931,2.0,M,74448.0,1.92,Chicago,PhD,0
932,67.0,M,63795.0,1.7,Los Angeles,Master,2
933,,,65972.0,1.56,,Bachelors,2
934,11.0,M,97347.0,1.56,Los Angeles,,4
935,31.0,F,20262.0,1.76,Los Angeles,,1
936,93.0,M,58514.0,1.62,Los Angeles,,0
937,53.0,F,68673.0,1.58,Phoenix,PhD,4
938,63.0,F,82788.0,1.97,Los Angeles,,5
939,,,65972.0,1.87,,pHd,4
940,98.0,F,74869.0,1.73,Phoenix,Master,5
941,31.0,M,97398.0,1.59,Houston,Bachelor,2
942,89.0,F,40785.0,1.83,Phoenix,PhD,3
943,61.0,M,31040.0,1.51,Chicago,,2
944,83.0,F,86024.0,1.53,Houston,,4
945,92.0,F,49733.0,1.92,Houston,Bachelor,0
946,63.0,M,37680.0,1.67,Houston,Master,5
947,58.0,F,47269.0,1.64,Houston,,2
948,3.0,M,54059.0,1.63,Phoenix,Bachelor,4
949,12.0,F,81234.0,1.52,Los Angeles,PhD,0
950,38.0,F,25290.0,1.51,New York,PhD,2
951,29.0,F,24454.0,1.57,Chicago,Master,2
952,52.0,F,32891.0,1.76,Houston,,2
953,89.0,M,71119.0,1.95,Chicago,PhD,0
954,32.0,F,60334.0,1.62,Phoenix,,1
955,40.0,M,55682.0,1.71,Phoenix,Bachelor,4
956,85.0,M,39693.0,1.84,New York,Master,3
957,75.0,F,63153.0,1.77,New York,PhD,0
958,48.0,M,99936.0,1.56,New York,Master,1
959,61.0,F,46061.0,1.65,Chicago,PhD,1
960,71.0,M,65405.0,1.87,Los Angeles,PhD,1
961,68.0,F,59809.0,1.54,New York,Bachelor,1
962,45.0,M,59224.0,1.91,Chicago,Master,2
963,55.0,F,87022.0,1.9,Houston,PhD,4
964,,,65972.0,1.9,,Bachelors,1
965,71.0,F,49668.0,1.55,New York,PhD,5
966,43.0,M,29697.0,1.74,Chicago,,5
967,46.0,M,53541.0,1.76,Chicago,,4
968,90.0,M,84947.0,1.56,Los Angeles,Bachelor,2
969,59.0,M,60079.0,1.58,Phoenix,Bachelor,3
970,57.0,,,1.62,,pHd,3
971,40.0,F,36979.0,1.98,New York,PhD,0
972,33.0,M,47984.0,1.83,Chicago,,3
973,30.0,F,22377.0,1.58,Phoenix,,2
974,16.0,F,29169.0,1.67,Phoenix,,2
975,93.0,F,55116.0,1.99,Phoenix,PhD,0
976,,,,2.0,,Bachelors,1
977,41.0,M,72632.0,1.68,Los Angeles,Master,0
978,16.0,M,63086.0,1.93,Los Angeles,PhD,3
979,96.0,M,20075.0,1.56,Houston,,4
980,57.0,,,1.64,,Bachelors,4
981,98.0,M,79265.0,1.6,Los Angeles,PhD,1
982,89.0,F,32876.0,1.55,Chicago,Master,2
983,24.0,F,49968.0,1.94,Los Angeles,Master,2
984,25.0,F,62519.0,1.85,New York,Master,3
985,28.0,F,30784.0,1.64,Los Angeles,Master,2
986,95.0,M,23265.0,1.68,New York,Bachelor,2
987,62.0,M,94172.0,1.87,Phoenix,,2
988,36.0,F,72017.0,1.88,Chicago,Bachelor,3
989,93.0,M,34462.0,1.75,Chicago,,0
990,76.0,F,88522.0,1.57,Los Angeles,Master,1
991,98.0,M,97906.0,1.78,Los Angeles,,5
992,68.0,F,80692.0,1.57,Chicago,,3
993,77.0,M,21475.0,1.65,Houston,PhD,1
994,37.0,M,34715.0,1.87,Phoenix,PhD,1
995,13.0,F,53994.0,1.69,Chicago,PhD,3
996,25.0,M,28478.0,1.86,Chicago,PhD,0
997,38.0,F,43708.0,1.68,Phoenix,,5
998,30.0,M,94547.0,1.55,Phoenix,Bachelor,4
999,47.0,M,85538.0,1.89,Los Angeles,,4
1000,23.0,F,20799.0,1.91,Chicago,Master,0
1001,,,65972.0,1.84,,mastre,5
1002,2.0,F,42309.0,1.77,Chicago,,0
1003,91.0,M,70617.0,1.66,Phoenix,PhD,2
1004,69.0,M,83592.0,1.63,Houston,Master,4
1005,17.0,F,24769.0,1.77,Los Angeles,PhD,1
1006,36.0,M,66507.0,1.82,Phoenix,PhD,5
1007,6.0,F,22182.0,1.75,Los Angeles,Bachelor,2
1008,7.0,M,75306.0,1.74,Phoenix,Master,2
1009,71.0,F,86259.0,1.6,Houston,Master,4
1010,38.0,M,91941.0,1.95,Houston,,0
1011,90.0,F,51530.0,1.55,Chicago,PhD,4
1012,17.0,M,65051.0,1.52,New York,PhD,4
1013,82.0,M,69534.0,1.97,Chicago,PhD,2
1014,97.0,M,62684.0,1.68,Chicago,Master,4
1015,63.0,F,57909.0,1.62,Los Angeles,PhD,3
1016,14.0,M,78533.0,1.74,Houston,,3
1017,2.0,F,41855.0,1.68,New York,Master,0
1018,74.0,M,94387.0,1.85,Houston,Bachelor,4
1019,37.0,M,37060.0,1.89,Houston,,4
1020,61.0,F,68866.0,1.82,Los Angeles,PhD,5
1021,62.0,M,84715.0,1.86,Phoenix,Bachelor,2
1022,57.0,F,97485.0,1.62,Los Angeles,Master,4
1023,57.0,,,1.62,,Bachelors,3
1024,,,,1.67,,pHd,3
1025,7.0,M,33309.0,1.58,New York,Bachelor,4
1026,33.0,F,59149.0,1.95,Chicago,,4
1027,62.0,F,55495.0,1.62,Chicago,,3
1028,15.0,M,76840.0,1.66,New York,Master,3
1029,9.0,F,47426.0,1.72,Phoenix,,5
1030,52.0,F,50366.0,1.56,Los Angeles,Bachelor,1
1031,63.0,M,27472.0,1.5,Los Angeles,Master,1
1032,10.0,M,94168.0,1.57,Los Angeles,PhD,0
1033,74.0,M,89227.0,1.99,Phoenix,PhD,5
1034,81.0,M,77788.0,1.95,Houston,Bachelor,0
1035,88.0,F,28542.0,1.57,New York,PhD,4
1036,7.0,F,78507.0,1.59,Houston,PhD,2
1037,20.0,F,50913.0,1.54,Phoenix,Bachelor,0
1038,20.0,M,70091.0,1.88,New York,,4
1039,73.0,F,62204.0,1.54,Phoenix,,5
1040,39.0,F,76096.0,1.91,New York,,1
1041,11.0,F,95315.0,1.63,Phoenix,PhD,4
1042,32.0,M,98599.0,1.67,Phoenix,Bachelor,1
1043,57.0,,65972.0,1.95,,Bachelors,4
1044,72.0,F,86344.0,1.76,Chicago,Bachelor,4
1045,,,,1.53,,Bachelors,4
